Host,phylumH,classH,orderH,familyH,genusH,YearH,Parasite,phylumP,classP,orderP,familyP,genusP,YearP
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasybatus,1775,Balanobothrium somnathai,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Balanobothrium,1982
Rhynchobatus djiddensis,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhynchobatus,1775,Balanobothrium southwelli,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Balanobothrium,1982
Rhynchobatus djiddensis,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhynchobatus,1775,Balanobothrium southwelli,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Balanobothrium,1982
Stegostoma fasciatum,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,Stegostoma,1783,Balanobothrium stegostomatis,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Balanobothrium,1954
Stegostoma fasciatum,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,Stegastoma,1783,Balanobothrium stegostomatis,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Balanobothrium,1954
Stegostoma fasciatum,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,Stegostoma,1783,Balanobothrium stegostomatis,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Balanobothrium,1954
Stegostoma fasciatum,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,Stegostoma,1783,Balanobothrium tenax,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Balanobothrium,1912
Stegostoma fasciatum,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,Stegastoma,1783,Balanobothrium tenax,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Balanobothrium,1912
Stegostoma fasciatum,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,Stegostoma,1783,Balanobothrium tenax,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Balanobothrium,1912
Glaucostegus typus,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,1830,Balanobothrium veravalensis,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Balanobothrium,1979
Glaucostegus typus,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,1830,Balanobothrium veravalensis,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Balanobothrium,1979
Glaucostegus typus,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatus,1830,Balanobothrium veravalensis,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Balanobothrium,1979
Glaucostegus typus,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatus,1830,Balanobothrium veravalensis,Platyhelminthes,Cestoda,Tetraphyllidea,Balanobothriidae,Balanobothrium,1979
Neotrygon orientale,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Neotrygon,2016,Barbeaucestus jockuschae,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Barbeaucestus,2017
Neotrygon kuhlii,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Neotrygon,1841,Barbeaucestus shipleyi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Barbeaucestus,1911
Neotrygon kuhlii,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Neotrygon,1841,Barbeaucestus shipleyi,Platyhelminthes,Cestoda,Rhinebothriidea,Echeneibothriidae,Echeneibothrium,1911
Neotrygon kuhlii,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Neotrygon,1841,Barbeaucestus shipleyi,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Rhinebothrium,1911
Neotrygon kuhlii,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Neotrygon,1841,Barbeaucestus shipleyi,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Scalithrium,1911
Neotrygon kuhlii,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Trygon,1841,Barbeaucestus shipleyi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Barbeaucestus,1911
Neotrygon kuhlii,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Trygon,1841,Barbeaucestus shipleyi,Platyhelminthes,Cestoda,Rhinebothriidea,Echeneibothriidae,Echeneibothrium,1911
Neotrygon kuhlii,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Trygon,1841,Barbeaucestus shipleyi,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Rhinebothrium,1911
Neotrygon kuhlii,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Trygon,1841,Barbeaucestus shipleyi,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Scalithrium,1911
Neotrygon kuhlii,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1841,Barbeaucestus shipleyi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Barbeaucestus,1911
Neotrygon kuhlii,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1841,Barbeaucestus shipleyi,Platyhelminthes,Cestoda,Rhinebothriidea,Echeneibothriidae,Echeneibothrium,1911
Neotrygon kuhlii,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1841,Barbeaucestus shipleyi,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Rhinebothrium,1911
Neotrygon kuhlii,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1841,Barbeaucestus shipleyi,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Scalithrium,1911
Coelorinchus karrerae,Chordata,Actinopteri,Gadiformes,Macrouridae,Coelorinchus,1984,Bathygrillotia kovalevae,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Bathygrillotia,1995
Coelorinchus karrerae,Chordata,Actinopteri,Gadiformes,Macrouridae,Coelorinchus,1984,Bathygrillotia kovalevae,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Grillotia,1995
Coryphaenoides armatus,Chordata,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,1875,Bathygrillotia rowei,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Bathygrillotia,1977
Coryphaenoides armatus,Chordata,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,1875,Bathygrillotia rowei,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Grillotia,1977
Coryphaenoides armatus,Chordata,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,1875,Bathygrillotia rowei,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Bathygrillotia,1977
Coryphaenoides armatus,Chordata,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,1875,Bathygrillotia rowei,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Grillotia,1977
Lobodon carcinophagus,Chordata,Mammalia,Carnivora,Phocidae,Lobodon,1842,Baylisia baylisi,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Baylisia,1952
Mirounga leonina,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,1758,Baylisiella tecta,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Baylisiella,1892
Mirounga leonina,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,1758,Baylisiella tecta,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1892
Mirounga leonina,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,1758,Baylisiella tecta,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Cordicephalus,1892
Pristiophorus cirratus,Chordata,Elasmobranchii,Pristiophoriformes,Pristiophoridae,Pristiophorus,1794,Bibursibothrium gouldeni,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Bibursibothrium,1998
Mustelus antarcticus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1870,Biloculuncus dubius,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Biloculuncus,1969
Mustelus antarcticus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1870,Biloculuncus musteli,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Biloculuncus,1969
Furgaleus macki,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Furgaleus,1943,Biloculuncus pritchardae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Biloculuncus,1990
Furgaleus macki,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Furgaleus,1943,Biloculuncus pritchardae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1990
Platyrhina sinensis,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Platyrhina,1801,Biotobothrium platyrhina,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Biotobothrium,2009
Chiloscyllium griseum,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,1838,Biporophyllaeus madrassensis,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Biporophyllaeus,1939
Acipenser ruthenus,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,1758,Bothrimonus fallax,Platyhelminthes,Cestoda,Spathebothriidea,Acrobothriidae,Bothrimonus,1900
Pseudopleuronectes americanus,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,1792,Bothrimonus intermedius,Platyhelminthes,Cestoda,Spathebothriidea,Acrobothriidae,Bothrimonus,1917
Platichthys flesus,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,1758,Bothrimonus nylandicus,Platyhelminthes,Cestoda,Spathebothriidea,Acrobothriidae,Bothrimonus,1902
Platichthys flesus,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronectes,1758,Bothrimonus nylandicus,Platyhelminthes,Cestoda,Spathebothriidea,Acrobothriidae,Bothrimonus,1902
Salmo trutta fario,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,1758,Bothriocephalus alessandrinii,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1898
Citharus linguatula,Chordata,Actinopteri,Pleuronectiformes,Citharidae,Citharus,1758,Bothriocephalus andresi,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1911
Scorpaena scrofa,Chordata,Actinopteri,Perciformes,Scorpaenidae,Scorpaena,1758,Bothriocephalus angustatus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1819
Scorpaena scrofa,Chordata,Actinopteri,Perciformes,Scorpaenidae,Scorpaena,1758,Bothriocephalus angustatus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1819
Sebastes norvegicus,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,1772,Bothriocephalus angusticeps,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1868
Champsocephalus gunnari,Chordata,Actinopteri,Perciformes,Channichthyidae,Champsocephalus,1905,Bothriocephalus antarcticus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1995
Ommatophoca rossii,Chordata,Mammalia,Carnivora,Phocidae,Ommatophoca,1844,Bothriocephalus antarcticus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1995
Apogon lineatus,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,1842,Bothriocephalus apogonis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1952
Atherina boyeri,Chordata,Actinopteri,Atheriniformes,Atherinidae,Atherina,1810,Bothriocephalus atherinae,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1949
Atherina boyeri,Chordata,Actinopteri,Atheriniformes,Atherinidae,Atherina,1810,Bothriocephalus atherinae,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1949
Torpedo marmorata,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,1810,Bothriocephalus auriculatus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1819
Platycephalus bassensis,Chordata,Actinopteri,Perciformes,Platycephalidae,Platycephalus,1829,Bothriocephalus australis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,2009
Scophthalmus rhombus,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Scophthalmus,1758,Bothriocephalus barbatus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1983
Carangoides plagiotaenia,Chordata,Actinopteri,Carangiformes,Carangidae,Carangoides,1857,Bothriocephalus bengalensis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1975
Carangoides plagiotaenia,Chordata,Actinopteri,Carangiformes,Carangidae,Caranx,1857,Bothriocephalus bengalensis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1975
Brama brama,Chordata,Actinopteri,Scombriformes,Bramidae,Brama,1788,Bothriocephalus bramae,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1899
Brama brama,Chordata,Actinopteri,Scombriformes,Bramidae,Brama,1788,Bothriocephalus bramae,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1899
Brama brama,Chordata,Actinopteri,Eupercaria incertae sedis,Sparidae,Sparus,1788,Bothriocephalus bramae,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1899
Brama brama,Chordata,Actinopteri,Eupercaria incertae sedis,Sparidae,Sparus,1788,Bothriocephalus bramae,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1899
Brama brama,Chordata,Actinopteri,Scombriformes,Bramidae,Brama,1788,Bothriocephalus bramae,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1899
Branchiostegus japonicus,Chordata,Actinopteri,Eupercaria incertae sedis,Malacanthidae,Branchiostegus,1782,Bothriocephalus branchiostegi,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1952
Brotula multibarbata,Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Brotula,1846,Bothriocephalus brotulae,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1952
Leuciscus idus,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Leuciscus,1758,Bothriocephalus capillicollis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1883
Uraspis helvola,Chordata,Actinopteri,Carangiformes,Carangidae,Uraspis,1801,Bothriocephalus carangis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1968
Uraspis helvola,Chordata,Actinopteri,Carangiformes,Carangidae,Caranx,1801,Bothriocephalus carangis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1968
Cepola macrophthalma,Chordata,Actinopteri,Eupercaria incertae sedis,Cepolidae,Cepola,1758,Bothriocephalus cepolae,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1819
Arnoglossus laterna,Chordata,Actinopteri,Pleuronectiformes,Bothidae,Arnoglossus,1792,Bothriocephalus clavibothrium,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1899
Anguilla anguilla,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,1758,Bothriocephalus claviceps,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1782
Gadella imberbis,Chordata,Actinopteri,Gadiformes,Moridae,Gadella,1888,Bothriocephalus gadellus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,2003
Anguilla japonica,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,1846,Bothriocephalus japonicus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1934
Notothenia cyanobrancha,Chordata,Actinopteri,Perciformes,Nototheniidae,Notothenia,1844,Bothriocephalus kerguelensis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1969
Dicentrarchus labrax,Chordata,Actinopteri,Eupercaria incertae sedis,Moronidae,Dicentrarchus,1758,Bothriocephalus labracis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1845
Dicentrarchus labrax,Chordata,Actinopteri,Perciformes,Hexagrammidae,Labrax,1758,Bothriocephalus labracis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1845
Lateolabrax japonicus,Chordata,Actinopteri,Acropomatiformes,Lateolabracidae,Lateolabrax,1828,Bothriocephalus lateolabracis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1952
Lophius piscatorius,Chordata,Actinopteri,Lophiiformes,Lophiidae,Lophius,1758,Bothriocephalus lophii,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1819
Erignathus barbatus,Chordata,Mammalia,Carnivora,Phocidae,Erignathus,1777,Bothriocephalus macrophallus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1905
Erignathus barbatus,Chordata,Mammalia,Carnivora,Phocidae,Phoca,1777,Bothriocephalus macrophallus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1905
Kajikia albida,Chordata,Actinopteri,Carangiformes,Istiophoridae,Kajikia,1860,Bothriocephalus manubriformis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1889
Kajikia albida,Chordata,Actinopteri,Carangiformes,Istiophoridae,Kajikia,1860,Bothriocephalus manubriformis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1889
Kajikia albida,Chordata,Actinopteri,Carangiformes,Istiophoridae,Tetrapturus,1860,Bothriocephalus manubriformis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1889
Kajikia albida,Chordata,Actinopteri,Carangiformes,Istiophoridae,Tetrapturus,1860,Bothriocephalus manubriformis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1889
Syngnathus acus,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,1758,Bothriocephalus minutus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1896
Enchelyopus cimbrius,Chordata,Actinopteri,Gadiformes,Lotidae,Enchelyopus,1766,Bothriocephalus motellae,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1893
Sebastes norvegicus,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,1772,Bothriocephalus nigropunctatus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1901
Ammodytes tobianus,Chordata,Actinopteri,Perciformes,Ammodytidae,Ammodytes,1758,Bothriocephalus parvus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1846
Saurida nebulosa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Saurida,1850,Bothriocephalus sauridae,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1900
Pennahia argentata,Chordata,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Pennahia,1782,Bothriocephalus sciaenae,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1934
Pennahia argentata,Chordata,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Sciaena,1782,Bothriocephalus sciaenae,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1934
Anarhichas minor,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,1772,Bothriocephalus tetragonus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1899
Trachipterus trachypterus,Chordata,Actinopteri,Lampriformes,Trachipteridae,Trachipterus,1789,Bothriocephalus trachypteri,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1896
Anguilla marmorata,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,1824,Bothriocephalus travassosi,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1938
Anguilla marmorata,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,1824,Bothriocephalus travassosi,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1938
Dasyatis pastinaca,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1758,Bothriocephalus tumidulus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1819
Dasyatis pastinaca,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Trygon,1758,Bothriocephalus tumidulus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1819
Mullus barbatus,Chordata,Actinopteri,Mulliformes,Mullidae,Mullus,1758,Bothriocephalus vallei,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1899
Centrolophus niger,Chordata,Actinopteri,Scombriformes,Centrolophidae,Centrolophus,1789,Bothriocotyle solinosomum,Platyhelminthes,Cestoda,Bothriocephalidea,Echinophallidae,Bothriocotyle,1900
Xema sabini,Chordata,Aves,Charadriiformes,Laridae,Xema,1819,Branchiopodataenia haldemani,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Branchiopodataenia,1951
Xema sabini,Chordata,Aves,Charadriiformes,Laridae,Xema,1819,Branchiopodataenia haldemani,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis,1951
Dasyatis pastinaca,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1758,Cairaeanthus healyae,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Cairaeanthus,2012
Dasyatis pastinaca,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Trygon,1758,Cairaeanthus healyae,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Cairaeanthus,2012
Dasyatis pastinaca,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1758,Cairaeanthus ruhnkei,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Cairaeanthus,2012
Dasyatis pastinaca,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Trygon,1758,Cairaeanthus ruhnkei,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Cairaeanthus,2012
Mustelus schmitti,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1939,Calliobothrium australis,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1973
Mustelus canis,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1815,Calliobothrium cisloi,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,2017
Mustelus canis,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1815,Calliobothrium cisloi,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,2017
Galeorhinus galeus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,1758,Calliobothrium creeveyae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1987
Galeorhinus galeus,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Galeus,1758,Calliobothrium creeveyae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1987
Galeorhinus galeus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,1758,Calliobothrium creeveyae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1987
Mustelus palumbes,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1957,Calliobothrium euzeti,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,2015
Mustelus manazo,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1855,Calliobothrium nodosum,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1917
Mustelus griseus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1908,Calliobothrium shirozame,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,2014
Mustelus lenticulatus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1932,Calliobothrium tylotocephalum,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1963
Auxis rochei,Chordata,Actinopteri,Scombriformes,Scombridae,Auxis,1810,Callitetrarhynchus gracilis,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Anthocephalus,1819
Auxis rochei,Chordata,Actinopteri,Scombriformes,Scombridae,Auxis,1810,Callitetrarhynchus gracilis,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Callitetrarhynchus,1819
Auxis rochei,Chordata,Actinopteri,Scombriformes,Scombridae,Auxis,1810,Callitetrarhynchus gracilis,Platyhelminthes,Cestoda,Trypanorhyncha,Tentaculariidae,Tentacularia,1819
Pomatomus saltatrix,Chordata,Actinopteri,Scombriformes,Pomatomidae,Pomatomus,1766,Callitetrarhynchus speciosus,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Callitetrarhynchus,1897
Pomatomus saltatrix,Chordata,Actinopteri,Scombriformes,Pomatomidae,Pomatomus,1766,Callitetrarhynchus speciosus,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Rhynchobothrium,1897
Cephaloscyllium isabellum,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,1788,Calyptrobothrium chalarosomum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Calyptrobothrium,1963
Sebastes paucispinis,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,1854,Campbelliella heteropoeciloacantha,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Campbelliella,2004
Sebastes paucispinis,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,1854,Campbelliella heteropoeciloacantha,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Campbelliella,2004
Pristiophorus cirratus,Chordata,Elasmobranchii,Pristiophoriformes,Pristiophoridae,Pristiophorus,1794,Cardiobothrium beveridgei,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Cardiobothrium,1998
